model,MAE,RMSE,MAPE,sMAPE,NRMSE_%_of_mean_sales,MAE_%_of_mean_sales,Mean_Sales,n_weeks
GAM (Plain Vanilla),595.5934119904709,957.1900990885581,7.30501644254143,7.757982789246111,9.533144785190121,5.931818804871737,10040.654166666667,240
